GEO_CODE,DEGDAYHEAT,DEGDAYCOOL
530330258051,4801,776
530330258052,4796,775
530330258053,4797,779
530330258061,4790,770
530330258062,4792,774
530330258063,4786,771
530330260011,4692,511
530330260012,4700,540
530330260013,4686,591
530330260014,4695,590
530330260015,4682,600
530330260021,4713,532
530330260022,4707,508
530330260023,4696,452
530330260024,4722,580
530330261001,4729,448
530330261002,4705,400
530330261003,4715,416
530330261004,4746,439
530330261005,4754,476
530330262001,4733,378
530330262002,4724,229
530330262003,4721,229
530330262004,4722,229
530330263001,4885,128
530330086002,5806,14
530330086003,5816,23
530330087001,5776,22
530330087002,5818,21
530330087003,5743,40
530330088001,5734,26
530330088002,5730,38
530330088003,5508,86
530330089001,5721,21
530330089002,5745,18
530330089003,5788,9
530330089004,5757,14
530330090001,5811,9
530330090002,5777,12
530330091001,5812,9
530330091002,5818,9
530330092001,5723,19
530330092002,5528,41
530330093001,5442,52
530330093002,5613,30
530330093003,5420,53
530330094001,5337,132
530330094002,5512,69
530330094003,5714,19
530330094004,5334,133
530330094005,5534,58
530330095001,5447,79
530330095002,5701,27
530330095003,5618,33
530330095004,5605,42
530330096001,5769,18
